date,M&M_sentiment
2020-01-18,
2020-01-21,0.9337910329923034
2020-02-21,0.5664690490812063
2020-02-27,-0.8960394524037838
2020-03-06,0.029662080109119415
2020-03-12,-0.93618044257164
2020-03-25,-0.9602163983508945
2020-03-30,-0.4721529148519039
2020-04-07,-0.946998723782599
2020-04-09,-0.028218843042850494
2020-05-08,0.8427186347544193
2020-06-02,0.09986862819641829
2020-06-12,0.9021935015916824
2020-07-14,0.750024759521087
2020-07-17,0.7296821912750602
2020-07-20,0.9000854436308146
2020-07-21,0.9142358209937811
2020-07-27,0.24020379036664963
2020-07-28,0.016442621126770973
2020-08-01,0.03288329765200615
2020-08-05,0.9264973104000092
2020-08-06,0.9107272978872061
2020-08-10,-0.8809839077293873
2020-08-20,0.880627378821373
2020-09-01,0.11659392062574625
2020-09-16,0.048148770816624165
2020-09-22,0.8933151923120022
2020-09-25,-0.9521421613171697
2020-10-02,-0.6080703586339951
2020-10-05,0.06936333980411291
2020-10-06,-0.6364825218915939
2020-10-07,0.46291005052626133
2020-10-11,0.6856372402980924
2020-10-13,0.9148275079205632
2020-10-16,0.014915267005562782
2020-10-19,0.921004256233573
2020-11-05,0.7890571393072605
2020-11-07,0.32097821682691574
2020-11-11,0.5974443042650819
2020-11-18,-0.8951397566124797
2020-11-26,0.8779087960720062
2020-11-27,0.17175428848713636
2020-12-11,0.10736634023487568
2020-12-14,0.02474995329976082
2020-12-16,0.622317848727107
2020-12-22,-0.9080451065674424
2021-01-01,0.015783926472067833
2021-01-02,-0.0029116161167621613
2021-01-11,-0.5012031514197588
2021-01-21,0.8905822820961475
2021-02-03,0.026915648952126503
2021-02-12,0.9207387110218406
2021-02-26,-0.018292412161827087
2021-03-01,-0.14768051076680422
2021-03-02,0.9330222122371197
2021-03-10,0.5011638877913356
2021-03-15,-0.9633502536453307
2021-03-27,0.7850807681679726
2021-03-30,0.044153195805847645
2021-04-05,0.8169269133359194
2021-04-19,0.009720020927488804
2021-04-22,0.12766510527580976
2021-04-30,0.278951408341527
2021-05-12,-0.04314962774515152
2021-05-28,-0.22410354763269424
2021-05-31,0.1758089018985629
2021-06-20,-0.8011255810658137
2021-06-22,0.20297794044017792
2021-06-28,-0.31904633715748787
2021-07-20,0.008646415546536446
2021-07-28,0.06929017137736082
2021-08-09,-0.09998658299446106
2021-08-16,-0.03098437562584877
2021-08-23,0.22347483038902283
2021-08-27,0.7372106984257698
2021-09-01,0.8981014583259821
2021-09-02,-0.3166796136647463
2021-09-09,-0.9390188995748758
2021-09-11,0.01740214414894581
2021-09-22,0.01339859701693058
2021-09-24,-0.9314990621060133
2021-09-30,0.6607161611318588
2021-10-02,0.05656376015394926
2021-10-07,0.18444217834621668
2021-10-08,0.7520227357745171
2021-10-13,0.8581439591944218
2021-10-25,0.1579871028661728
2021-11-02,0.2825478734448552
2021-11-09,0.04253661073744297
2021-11-10,-0.10706085991114378
2021-11-23,-0.046335681807249784
2021-12-09,0.0008638463914394379
2021-12-15,0.2077474407851696
2021-12-21,0.7602390199899673
2022-01-12,0.09241841826587915
2022-01-17,0.9049047660082579
2022-01-24,0.07869473099708557
2022-02-24,0.47097527189180255
2022-02-28,-0.7556756548583508
2022-03-04,0.43746947403997183
2022-03-17,-0.015850060153752565
2022-03-29,0.8979705199599266
2022-03-31,-0.010384202003479004
2022-04-01,-0.9008621089160442
2022-04-07,0.5527842584997416
2022-04-11,0.01588248647749424
2022-04-21,-0.04007144272327423
2022-04-22,0.886612962000072
2022-04-25,-0.5150135457515717
2022-05-16,-0.0010683462023735046
2022-05-30,0.584174171090126
2022-05-31,0.5205113678239286
2022-06-01,-0.009242807514965534
2022-06-23,-0.3281581997871399
2022-06-24,0.8013706728816032
2022-06-28,0.8609920963644981
2022-07-08,0.0825198766376291
2022-07-15,0.9187124911695719
2022-07-18,0.4562496393918991
2022-07-19,0.014468006789684296
2022-08-01,0.8354497328400612
2022-08-02,0.9058455005288124
2022-08-08,0.8914774619042873
2022-08-16,0.8250189274549484
2022-08-23,0.7926054522395134
2022-08-25,0.848646342754364
2022-09-08,0.04108142759650946
2022-09-19,0.7734278338029981
2022-09-20,0.44193311408162117
2022-09-21,0.05147265084087849
2022-09-22,0.7691255467012524
2022-09-23,-0.027091972529888153
2022-09-27,-0.9580586813390255
2022-09-29,0.020163660869002342
2022-10-03,-0.9230982139706612
2022-10-04,0.03592568449676037
2022-10-10,0.9187654536217451
2022-10-14,0.09163735341280699
2022-10-19,-0.002614060416817665
2022-10-25,0.08115344773977995
2022-10-27,-0.9428379852324724
2022-11-09,0.290786799043417
2022-11-10,0.031581513583660126
2022-11-17,0.02148802950978279
2022-11-24,-0.9343623258173466
2022-11-25,0.6916430215351284
2022-12-02,-0.3023222088813782
2022-12-05,-0.9149662125855684
2022-12-14,0.003463851287961006
2022-12-28,0.34729209418098134
2023-01-05,-0.8882667571306229
2023-01-07,0.8841927982866764
2023-01-17,-0.006278470158576965
2023-02-01,0.3108540321700275
2023-02-09,0.3923484981060028
2023-02-13,0.46436958480626345
2023-02-17,0.7946136933751404
2023-02-28,-0.01993246842175722
2023-03-09,0.1954384408891201
2023-03-10,-0.9571082731708884
2023-03-13,0.0003442782908678055
2023-03-16,0.5691927447915077
2023-03-20,-0.9066825583577156
2023-03-26,0.04542523808777332
2023-03-27,0.09773436468094587
2023-03-30,-0.9391674268990755
2023-04-05,0.9241128396242857
2023-04-06,-0.4188477974385023
2023-04-12,-0.9117740541696548
2023-04-13,0.03703905828297138
2023-04-17,0.11062537413090467
2023-04-25,0.023910338059067726
2023-05-08,0.9265443924814463
2023-05-24,0.8867945931851864
2023-05-25,0.2118290364742279
2023-05-26,-0.022551793605089188
2023-05-29,0.013029742985963821
2023-05-30,0.48077508341521025
2023-06-01,-0.9672708325088024
2023-06-05,0.8173073255456984
2023-06-07,0.4656391032040119
2023-06-15,0.19112069346010685
2023-06-16,0.9229023940861225
2023-06-21,0.2861239705234766
2023-06-22,-0.004187397658824921
2023-06-30,0.9276336301118135
2023-07-03,0.32504011038690805
2023-07-07,0.46905696485191584
2023-07-16,-0.05253487825393677
2023-07-17,0.024715429171919823
2023-07-26,-0.9681844897568226
2023-07-27,0.18531105387955904
2023-07-28,-0.6072184063183764
2023-08-01,-0.2591080963611603
2023-08-02,0.9225473590195179
2023-08-03,0.27826927322894335
2023-08-04,-0.530405187048018
2023-08-16,0.47260359954088926
2023-09-08,0.6544288266450167
2023-09-21,0.8647909387946129
2023-10-02,-0.963164156768471
2023-10-03,0.12294104136526585
2023-10-05,-0.010113269090652466
2023-10-26,0.877417104318738
2023-10-30,0.776735283434391
2023-11-03,0.017054451629519463
2023-11-09,0.018236558884382248
2023-11-10,0.019707695581018925
2023-11-11,0.00818118080496788
2023-12-06,0.7105319136753678
2023-12-08,0.7480597477406263
2023-12-13,0.49241483956575394
2023-12-26,0.15798605885356665
2023-12-27,-0.29569365084171295
2023-12-29,0.060953096486628056
2024-01-03,0.01879291981458664
2024-01-09,0.019930362701416016
2024-01-10,0.7632701424881816
2024-01-12,0.9156491793692112
2024-01-19,-0.9576289430260658
2024-01-24,0.3087926674634218
2024-01-29,0.25054909847676754
2024-01-31,-0.9575193049386144
2024-02-16,0.8777903616428375
2024-03-07,0.7344968672841787
2024-03-21,-0.6536090623897811
2024-03-22,0.4692783858627081
2024-03-28,0.03297073766589165
2024-04-22,0.15413547307252884
2024-04-23,-0.6531139928847551
2024-04-30,-0.8903757883235812
2024-05-16,0.33888958611836034
2024-05-17,0.12166731432080269
2024-05-18,0.8774664429947734
2024-05-22,-0.04167627543210983
2024-05-24,0.04159354791045189
2024-06-03,-0.05253487825393677
2024-06-05,0.9172536972910166
2024-06-10,0.05482290964573622
2024-06-14,0.12043270468711853
2024-06-17,0.9156508073210716
2024-06-18,0.1551766861230135
2024-06-29,0.9000155888497829
2024-07-03,0.4334263280034065
2024-07-11,0.0323160607367754
2024-08-07,-0.05402876436710358
2024-08-09,-0.20696164667606354
2024-08-16,-0.7812914159148932
2024-09-06,0.018913736566901207
2024-09-10,0.046427130699157715
2024-09-12,-0.8341539297252893
2024-09-24,0.6562479138374329
2024-09-25,0.09776897355914116
2024-09-28,0.79648875631392
2024-10-11,-1.3433396816253662e-05
2024-10-15,0.2314180238172412
2024-10-22,0.047733671963214874
2024-10-23,0.2749999985098839
2024-10-24,-0.9552788576111197
2024-10-28,0.09325239155441523
2024-11-01,0.055463890079408884
2024-11-04,-0.3653092682361603
2024-11-15,0.9169103596359491
2024-11-19,0.48161751218140125
2024-11-27,0.9164452683180571
2024-11-28,0.2990889868233353
2024-11-29,-0.5597063365081946
2024-11-30,-0.6508268751204014
2024-12-09,0.011673692613840103
2024-12-13,0.011536570265889168
2024-12-17,0.31472295615822077
2024-12-30,0.6137033170089126
2024-12-31,0.06835875893011689
2025-01-01,0.6470571979880333
2025-01-02,0.8969550472684205
2025-01-08,0.36497895047068596
2025-01-09,0.1713072955608368
2025-01-23,0.023367296904325485
2025-02-07,0.9160949699580669
2025-02-13,0.05701915733516216
2025-02-16,0.9206298850476742
2025-02-17,-0.9592191642150283
2025-02-18,-0.9484458165243268
2025-02-19,0.009643100202083588
2025-02-20,-0.2432111413218081
2025-02-21,-0.8805398903787136
2025-02-24,-0.6636845337925479
2025-02-25,0.6708540393039584
2025-02-26,-0.1262259092181921
2025-02-27,0.06235256791114807
2025-02-28,0.7689505890011787
2025-03-03,0.05023066978901625
2025-03-05,-0.16762945102527738
2025-03-09,0.5523573933169246
2025-03-12,0.13491065427660942
2025-03-17,0.417229363694787
2025-03-24,0.03825687617063522
2025-03-27,-0.196446071844548
2025-04-06,-0.9497729130089283
2025-04-07,-0.9325328096747398
2025-04-08,0.003562241792678833
2025-04-15,-0.14985188407202563
2025-04-23,0.6108546157677969
2025-04-25,0.08284122062226136
2025-04-28,0.00608232244849205
2025-04-29,0.09584476016461849
2025-05-02,-0.038087235763669014
2025-05-04,0.02719821222126484
2025-05-05,-0.02596661075949669
2025-05-06,0.1510276733232396
2025-05-15,0.3754064220935106
2025-05-20,0.07411514408886433
2025-06-01,0.8486931095831096
2025-06-02,0.043138815090060234
2025-06-04,0.042536732740700245
2025-06-05,0.0033956263214349747
2025-06-09,0.1381768820186456
2025-06-10,0.011912157759070396
2025-06-18,0.022342462092638016
2025-06-19,0.06576893478631973
2025-06-20,0.7947568222880363
2025-06-23,0.8815277107059956
2025-06-26,-0.05204303531597058
2025-06-27,0.20868476293981075
2025-06-29,-0.01680656522512436
2025-07-02,0.025778915733098984
2025-07-03,0.24418606609106064
2025-07-04,0.31081136129796505
2025-07-07,0.45223861280828714
2025-07-08,0.009308688342571259
2025-07-11,0.43807397899217904
2025-07-16,-0.9039934445172548
2025-07-22,0.6708134561777115
2025-07-23,0.054387897718697786
2025-07-31,0.0002707233652472496
2025-08-11,0.01786820963025093
2025-08-12,-0.15052301809191704
2025-08-13,0.46468571200966835
2025-08-15,0.03292185813188553
2025-08-16,0.9348514620214701
2025-08-18,0.04644208587706089
2025-08-23,0.45620189351029694
2025-08-26,0.47473601158708334
2025-08-28,0.0430031344294548
2025-08-29,0.8366562053561211
2025-09-02,-0.9542584847658873
2025-09-04,-0.6571043357253075
2025-09-05,0.8485677546511093
2025-09-08,0.8789046481251717
2025-09-10,0.41473714714603765
2025-09-12,0.031620634719729424
2025-09-15,0.3664739057421684
2025-09-16,0.34445034215847653
2025-09-18,0.14578816294670105
2025-09-26,0.0339242834597826
2025-09-29,-0.8388431295752525
2025-09-30,0.6763578578829765
2025-10-03,0.02720348723232746
2025-10-06,0.9075162541121244
2025-10-07,0.6605900079011917
2025-10-09,0.0074044084176421165
2025-10-15,0.8599824123084545
2025-10-16,0.009342040866613388
2025-11-03,0.8856464363634586
2025-11-04,0.5287097096443176
2025-11-05,-0.12239828612655401
2025-11-06,0.8632581029087305
2025-11-11,-0.09309798603256543
2025-11-13,0.8604594711214304
2025-11-15,0.08300243690609932
2025-11-21,0.1879363004118204
2025-11-24,0.21225510817021132
2025-11-27,0.3231715727597475
2025-11-28,0.01038421131670475
2025-11-30,0.2603884721174836
2025-12-01,0.018719300627708435
2025-12-03,0.9334937855601311
2025-12-09,-0.925209291279316
2025-12-15,0.0030595511198043823
2025-12-16,-0.9508537128567696
